image_id,similarity_ranking,result_text_id
Image14001013-8392.jpg,4,Word-1000059125
Image14001013-8392.jpg,5,Word-1000082951
Image14001013-8411.jpg,1,Word-1000097092
Image14001013-8411.jpg,2,Word-1000069173
Image14001013-8411.jpg,3,Word-1000071184
Image14001013-8411.jpg,4,Word-1000099873
Image14001013-8411.jpg,5,Word-1000072879
Image14001013-8413.jpg,1,Word-1000097778
Image14001013-8413.jpg,2,Word-1000095200
Image14001013-8413.jpg,3,Word-1000076598
Image14001013-8413.jpg,4,Word-1000094763
Image14001013-8413.jpg,5,Word-1000097250
Image14001013-8418.jpg,1,Word-1000086869
Image14001013-8418.jpg,2,Word-1000057481
Image14001013-8418.jpg,3,Word-1000078600
Image14001013-8418.jpg,4,Word-1000089063
Image14001013-8418.jpg,5,Word-1000072038
Image14001013-8424.jpg,1,Word-1000051884
Image14001013-8424.jpg,2,Word-1000079461
Image14001013-8424.jpg,3,Word-1000079252
Image14001013-8424.jpg,4,Word-1000053651
Image14001013-8424.jpg,5,Word-1000081614
Image14001013-8437.jpg,1,Word-1000057826
Image14001013-8437.jpg,2,Word-1000098701
Image14001013-8437.jpg,3,Word-1000097534
Image14001013-8437.jpg,4,Word-1000089084
Image14001013-8437.jpg,5,Word-1000076776
Image14001013-8451.jpg,1,Word-1000050006
Image14001013-8451.jpg,2,Word-1000073628
Image14001013-8451.jpg,3,Word-1000055329
Image14001013-8451.jpg,4,Word-1000078636
Image14001013-8451.jpg,5,Word-1000066528
Image14001013-8467.jpg,1,Word-1000076914
Image14001013-8467.jpg,2,Word-1000094145
Image14001013-8467.jpg,3,Word-1000072254
Image14001013-8467.jpg,4,Word-1000074619
Image14001013-8467.jpg,5,Word-1000078428
Image14001013-8469.jpg,1,Word-1000061361
Image14001013-8469.jpg,2,Word-1000064125
Image14001013-8469.jpg,3,Word-1000069377
Image14001013-8469.jpg,4,Word-1000050758
Image14001013-8469.jpg,5,Word-1000091881
Image14001013-8512.jpg,1,Word-1000062720
Image14001013-8512.jpg,2,Word-1000094221
Image14001013-8512.jpg,3,Word-1000076749
Image14001013-8512.jpg,4,Word-1000072158
Image14001013-8512.jpg,5,Word-1000058731
Image14001013-8513.jpg,1,Word-1000080416
Image14001013-8513.jpg,2,Word-1000073748
Image14001013-8513.jpg,3,Word-1000083638
Image14001013-8513.jpg,4,Word-1000073500
Image14001013-8513.jpg,5,Word-1000052544
Image14001013-8520.jpg,1,Word-1000082127
Image14001013-8520.jpg,2,Word-1000057549
Image14001013-8520.jpg,3,Word-1000068259
Image14001013-8520.jpg,4,Word-1000057049
Image14001013-8520.jpg,5,Word-1000086077
Image14001013-8533.jpg,1,Word-1000095958
Image14001013-8533.jpg,2,Word-1000056468
Image14001013-8533.jpg,3,Word-1000077694
Image14001013-8533.jpg,4,Word-1000086200
Image14001013-8533.jpg,5,Word-1000095131
Image14001013-8213.jpg,1,Word-1000054938
Image14001013-8213.jpg,2,Word-1000053321
Image14001013-8213.jpg,3,Word-1000064084
Image14001013-8213.jpg,4,Word-1000071684
Image14001013-8213.jpg,5,Word-1000082084
Image14001013-8214.jpg,1,Word-1000067461
Image14001013-8214.jpg,2,Word-1000070869
Image14001013-8214.jpg,3,Word-1000080871
Image14001013-8214.jpg,4,Word-1000069625
Image14001013-8214.jpg,5,Word-1000090132
Image14001013-8238.jpg,1,Word-1000076455
Image14001013-8238.jpg,2,Word-1000086937
Image14001013-8238.jpg,3,Word-1000071106
Image14001013-8238.jpg,4,Word-1000056641
Image14001013-8238.jpg,5,Word-1000052227
Image14001013-8245.jpg,1,Word-1000053392
Image14001013-8245.jpg,2,Word-1000098989
Image14001013-8245.jpg,3,Word-1000058237
Image14001013-8245.jpg,4,Word-1000056855
Image14001013-8245.jpg,5,Word-1000082932
Image14001013-8249.jpg,1,Word-1000058865
Image14001013-8249.jpg,2,Word-1000083136
Image14001013-8249.jpg,3,Word-1000076629
Image14001013-8249.jpg,4,Word-1000099346
Image14001013-8249.jpg,5,Word-1000076876
Image14001013-8261.jpg,1,Word-1000095427
Image14001013-8261.jpg,2,Word-1000086094
Image14001013-8261.jpg,3,Word-1000052204
Image14001013-8261.jpg,4,Word-1000057854
Image14001013-8261.jpg,5,Word-1000050962
Image14001013-8268.jpg,1,Word-1000081720
Image14001013-8268.jpg,2,Word-1000081909
Image14001013-8268.jpg,3,Word-1000089537
Image14001013-8268.jpg,4,Word-1000058673
Image14001013-8268.jpg,5,Word-1000089106
Image14001013-8269.jpg,1,Word-1000060593
Image14001013-8269.jpg,2,Word-1000091704
Image14001013-8269.jpg,3,Word-1000082475
Image14001013-8269.jpg,4,Word-1000086167
Image14001013-8269.jpg,5,Word-1000064689
Image14001013-8309.jpg,1,Word-1000090073
Image14001013-8309.jpg,2,Word-1000070388
Image14001013-8309.jpg,3,Word-1000051676
Image14001013-8309.jpg,4,Word-1000056320
Image14001013-8309.jpg,5,Word-1000074446
Image14001013-8310.jpg,1,Word-1000080725
Image14001013-8310.jpg,2,Word-1000055158
Image14001013-8310.jpg,3,Word-1000079308
Image14001013-8310.jpg,4,Word-1000072439
Image14001013-8310.jpg,5,Word-1000079829
Image14001013-8318.jpg,1,Word-1000056944
Image14001013-8318.jpg,2,Word-1000074569
Image14001013-8318.jpg,3,Word-1000096592
Image14001013-8318.jpg,4,Word-1000077146
Image14001013-8318.jpg,5,Word-1000076597
Image14001013-8333.jpg,1,Word-1000050015
Image14001013-8333.jpg,2,Word-1000074390
Image14001013-8333.jpg,3,Word-1000078215
Image14001013-8333.jpg,4,Word-1000098952
Image14001013-8333.jpg,5,Word-1000079497
Image14001013-8343.jpg,1,Word-1000073081
Image14001013-8343.jpg,2,Word-1000060516
Image14001013-8343.jpg,3,Word-1000085490
Image14001013-8343.jpg,4,Word-1000069416
Image14001013-8343.jpg,5,Word-1000078238
Image14001013-8350.jpg,1,Word-1000091060
Image14001013-8350.jpg,2,Word-1000087772
Image14001013-8350.jpg,3,Word-1000081812
Image14001013-8350.jpg,4,Word-1000055244
Image14001013-8350.jpg,5,Word-1000059833
Image14001013-8352.jpg,1,Word-1000053858
Image14001013-8352.jpg,2,Word-1000064399
Image14001013-8352.jpg,3,Word-1000053881
Image14001013-8352.jpg,4,Word-1000073178
Image14001013-8352.jpg,5,Word-1000062724
Image14001013-8357.jpg,1,Word-1000099125
Image14001013-8357.jpg,2,Word-1000064934
Image14001013-8357.jpg,3,Word-1000064943
Image14001013-8357.jpg,4,Word-1000053714
Image14001013-8357.jpg,5,Word-1000064721
Image14001013-8358.jpg,1,Word-1000077669
Image14001013-8358.jpg,2,Word-1000086820
Image14001013-8358.jpg,3,Word-1000053288
Image14001013-8358.jpg,4,Word-1000096673
Image14001013-8358.jpg,5,Word-1000079544
Image14001013-8360.jpg,1,Word-1000057477
Image14001013-8360.jpg,2,Word-1000058112
Image14001013-8360.jpg,3,Word-1000082779
Image14001013-8360.jpg,4,Word-1000063872
Image14001013-8360.jpg,5,Word-1000090006
Image14001013-8379.jpg,1,Word-1000073834
Image14001013-8379.jpg,2,Word-1000092385
Image14001013-8379.jpg,3,Word-1000051645
Image14001013-8379.jpg,4,Word-1000076851
Image14001013-8379.jpg,5,Word-1000075952
Image14001013-8392.jpg,1,Word-1000073035
Image14001013-8392.jpg,2,Word-1000076677
Image14001013-8392.jpg,3,Word-1000062783
Image14001013-8392.jpg,4,Word-1000053009
Image14001013-8392.jpg,5,Word-1000078328
Image14001013-8411.jpg,1,Word-1000062322
Image14001013-8411.jpg,2,Word-1000088762
Image14001013-8411.jpg,3,Word-1000089466
Image14001013-8411.jpg,4,Word-1000080170
Image14001013-8411.jpg,5,Word-1000060723
Image14001013-8413.jpg,1,Word-1000081193
Image14001013-8413.jpg,2,Word-1000083897
Image14001013-8413.jpg,3,Word-1000085445
Image14001013-8413.jpg,4,Word-1000082121
Image14001013-8413.jpg,5,Word-1000078059
Image14001013-8418.jpg,1,Word-1000056763
Image14001013-8418.jpg,2,Word-1000099817
Image14001013-8418.jpg,3,Word-1000097483
Image14001013-8418.jpg,4,Word-1000089319
Image14001013-8418.jpg,5,Word-1000067346
Image14001013-8424.jpg,1,Word-1000055921
Image14001013-8424.jpg,2,Word-1000059408
Image14001013-8424.jpg,3,Word-1000063097
Image14001013-8424.jpg,4,Word-1000067832
Image14001013-8424.jpg,5,Word-1000089020
Image14001013-8437.jpg,1,Word-1000068013
Image14001013-8437.jpg,2,Word-1000051176
Image14001013-8437.jpg,3,Word-1000086257
Image14001013-8437.jpg,4,Word-1000086407
Image14001013-8437.jpg,5,Word-1000075956
Image14001013-8451.jpg,1,Word-1000091998
Image14001013-8451.jpg,2,Word-1000087074
Image14001013-8451.jpg,3,Word-1000067049
Image14001013-8451.jpg,4,Word-1000085716
Image14001013-8451.jpg,5,Word-1000058495
Image14001013-8467.jpg,1,Word-1000052555
Image14001013-8467.jpg,2,Word-1000088518
Image14001013-8467.jpg,3,Word-1000052329
Image14001013-8467.jpg,4,Word-1000093707
Image14001013-8467.jpg,5,Word-1000052563
Image14001013-8469.jpg,1,Word-1000086474
Image14001013-8469.jpg,2,Word-1000090018
Image14001013-8469.jpg,3,Word-1000092353
Image14001013-8469.jpg,4,Word-1000093101
Image14001013-8469.jpg,5,Word-1000092912
Image14001013-8512.jpg,1,Word-1000062457
Image14001013-8512.jpg,2,Word-1000072388
Image14001013-8512.jpg,3,Word-1000080580
Image14001013-8512.jpg,4,Word-1000089710
Image14001013-8512.jpg,5,Word-1000050479
Image14001013-8513.jpg,1,Word-1000094272
Image14001013-8513.jpg,2,Word-1000079159
Image14001013-8513.jpg,3,Word-1000078244
Image14001013-8513.jpg,4,Word-1000063940
Image14001013-8513.jpg,5,Word-1000077847
Image14001013-8520.jpg,1,Word-1000087587
Image14001013-8520.jpg,2,Word-1000057363
Image14001013-8520.jpg,3,Word-1000099221
Image14001013-8520.jpg,4,Word-1000051343
Image14001013-8520.jpg,5,Word-1000060044
Image14001013-8533.jpg,1,Word-1000079384
Image14001013-8533.jpg,2,Word-1000052377
Image14001013-8533.jpg,3,Word-1000058697
Image14001013-8533.jpg,4,Word-1000086153
Image14001013-8533.jpg,5,Word-1000069687
Image14001013-8213.jpg,1,Word-1000084810
Image14001013-8213.jpg,2,Word-1000076599
Image14001013-8213.jpg,3,Word-1000088601
Image14001013-8213.jpg,4,Word-1000089020
Image14001013-8213.jpg,5,Word-1000092751
Image14001013-8214.jpg,1,Word-1000084918
Image14001013-8214.jpg,2,Word-1000066366
Image14001013-8214.jpg,3,Word-1000059585
Image14001013-8214.jpg,4,Word-1000086188
Image14001013-8214.jpg,5,Word-1000063267
Image14001013-8238.jpg,1,Word-1000094511
Image14001013-8238.jpg,2,Word-1000058676
Image14001013-8238.jpg,3,Word-1000054054
Image14001013-8238.jpg,4,Word-1000074503
Image14001013-8238.jpg,5,Word-1000067289
Image14001013-8245.jpg,1,Word-1000074966
Image14001013-8245.jpg,2,Word-1000069751
Image14001013-8245.jpg,3,Word-1000080437
Image14001013-8245.jpg,4,Word-1000082639
Image14001013-8245.jpg,5,Word-1000064784
Image14001013-8249.jpg,1,Word-1000079201
Image14001013-8249.jpg,2,Word-1000054503
Image14001013-8249.jpg,3,Word-1000054702
Image14001013-8249.jpg,4,Word-1000082715
Image14001013-8249.jpg,5,Word-1000094775
Image14001013-8261.jpg,1,Word-1000054479
Image14001013-8261.jpg,2,Word-1000084510
Image14001013-8261.jpg,3,Word-1000089310
Image14001013-8261.jpg,4,Word-1000051864
Image14001013-8261.jpg,5,Word-1000086987
Image14001013-8268.jpg,1,Word-1000065975
Image14001013-8268.jpg,2,Word-1000093589
Image14001013-8268.jpg,3,Word-1000089963
Image14001013-8268.jpg,4,Word-1000099365
Image14001013-8268.jpg,5,Word-1000054831
Image14001013-8269.jpg,1,Word-1000062879
Image14001013-8269.jpg,2,Word-1000091637
Image14001013-8269.jpg,3,Word-1000071810
Image14001013-8269.jpg,4,Word-1000050942
Image14001013-8269.jpg,5,Word-1000094902
Image14001013-8309.jpg,1,Word-1000059017
Image14001013-8309.jpg,2,Word-1000094356
Image14001013-8309.jpg,3,Word-1000094671
Image14001013-8309.jpg,4,Word-1000059412
Image14001013-8309.jpg,5,Word-1000091408
Image14001013-8310.jpg,1,Word-1000069779
Image14001013-8310.jpg,2,Word-1000080370
Image14001013-8310.jpg,3,Word-1000097243
Image14001013-8310.jpg,4,Word-1000071610
Image14001013-8310.jpg,5,Word-1000050393
Image14001013-8318.jpg,1,Word-1000094776
Image14001013-8318.jpg,2,Word-1000051080
Image14001013-8318.jpg,3,Word-1000071283
Image14001013-8318.jpg,4,Word-1000051876
Image14001013-8318.jpg,5,Word-1000068599
Image14001013-8333.jpg,1,Word-1000082092
Image14001013-8333.jpg,2,Word-1000090675
Image14001013-8333.jpg,3,Word-1000052875
Image14001013-8333.jpg,4,Word-1000083982
Image14001013-8333.jpg,5,Word-1000062901
Image14001013-8343.jpg,1,Word-1000081214
Image14001013-8343.jpg,2,Word-1000085558
Image14001013-8343.jpg,3,Word-1000083596
Image14001013-8343.jpg,4,Word-1000069382
Image14001013-8343.jpg,5,Word-1000072357
Image14001013-8350.jpg,1,Word-1000063821
Image14001013-8350.jpg,2,Word-1000079200
Image14001013-8350.jpg,3,Word-1000079353
Image14001013-8350.jpg,4,Word-1000061580
Image14001013-8350.jpg,5,Word-1000054326
Image14001013-8352.jpg,1,Word-1000078550
Image14001013-8352.jpg,2,Word-1000095942
Image14001013-8352.jpg,3,Word-1000055454
Image14001013-8352.jpg,4,Word-1000087161
Image14001013-8352.jpg,5,Word-1000098301
Image14001013-8357.jpg,1,Word-1000077089
Image14001013-8357.jpg,2,Word-1000064641
Image14001013-8357.jpg,3,Word-1000063282
Image14001013-8357.jpg,4,Word-1000055745
Image14001013-8357.jpg,5,Word-1000060304
Image14001013-8358.jpg,1,Word-1000094847
Image14001013-8358.jpg,2,Word-1000094772
Image14001013-8358.jpg,3,Word-1000053516
Image14001013-8358.jpg,4,Word-1000071138
Image14001013-8358.jpg,5,Word-1000063701
Image14001013-8360.jpg,1,Word-1000085827
Image14001013-8360.jpg,2,Word-1000059306
Image14001013-8360.jpg,3,Word-1000069465
Image14001013-8360.jpg,4,Word-1000093180
Image14001013-8360.jpg,5,Word-1000084070
Image14001013-8379.jpg,1,Word-1000078822
Image14001013-8379.jpg,2,Word-1000054946
Image14001013-8379.jpg,3,Word-1000057889
Image14001013-8379.jpg,4,Word-1000092158
Image14001013-8379.jpg,5,Word-1000059717
Image14001013-8392.jpg,1,Word-1000063662
Image14001013-8392.jpg,2,Word-1000097260
Image14001013-8392.jpg,3,Word-1000067000
Image14001013-8392.jpg,4,Word-1000096280
Image14001013-8392.jpg,5,Word-1000053390
Image14001013-8411.jpg,1,Word-1000056027
Image14001013-8411.jpg,2,Word-1000076524
Image14001013-8411.jpg,3,Word-1000072551
Image14001013-8411.jpg,4,Word-1000086215
Image14001013-8411.jpg,5,Word-1000054131
Image14001013-8413.jpg,1,Word-1000064622
Image14001013-8413.jpg,2,Word-1000052780
Image14001013-8413.jpg,3,Word-1000081078
Image14001013-8413.jpg,4,Word-1000079361
Image14001013-8413.jpg,5,Word-1000060025
Image14001013-8418.jpg,1,Word-1000098797
Image14001013-8418.jpg,2,Word-1000061120
Image14001013-8418.jpg,3,Word-1000075114
Image14001013-8418.jpg,4,Word-1000099977
Image14001013-8418.jpg,5,Word-1000055451
Image14001013-8424.jpg,1,Word-1000088084
Image14001013-8424.jpg,2,Word-1000088616
Image14001013-8424.jpg,3,Word-1000066831
Image14001013-8424.jpg,4,Word-1000090591
Image14001013-8424.jpg,5,Word-1000089085
Image14001013-8437.jpg,1,Word-1000072460
Image14001013-8437.jpg,2,Word-1000076503
Image14001013-8437.jpg,3,Word-1000067595
Image14001013-8437.jpg,4,Word-1000082102
Image14001013-8437.jpg,5,Word-1000070857
Image14001013-8451.jpg,1,Word-1000065757
Image14001013-8451.jpg,2,Word-1000062052
Image14001013-8451.jpg,3,Word-1000075220
Image14001013-8451.jpg,4,Word-1000082407
Image14001013-8451.jpg,5,Word-1000098404
Image14001013-8467.jpg,1,Word-1000073412
Image14001013-8467.jpg,2,Word-1000077644
Image14001013-8467.jpg,3,Word-1000063654
Image14001013-8467.jpg,4,Word-1000065534
Image14001013-8467.jpg,5,Word-1000076832
Image14001013-8469.jpg,1,Word-1000074239
Image14001013-8469.jpg,2,Word-1000059111
Image14001013-8469.jpg,3,Word-1000059879
Image14001013-8469.jpg,4,Word-1000063818
Image14001013-8469.jpg,5,Word-1000080358
Image14001013-8512.jpg,1,Word-1000061482
Image14001013-8512.jpg,2,Word-1000065140
Image14001013-8512.jpg,3,Word-1000063015
Image14001013-8512.jpg,4,Word-1000059843
Image14001013-8512.jpg,5,Word-1000052090
Image14001013-8513.jpg,1,Word-1000054589
Image14001013-8513.jpg,2,Word-1000089350
Image14001013-8513.jpg,3,Word-1000052130
Image14001013-8513.jpg,4,Word-1000090914
Image14001013-8513.jpg,5,Word-1000075784
Image14001013-8520.jpg,1,Word-1000097049
Image14001013-8520.jpg,2,Word-1000088758
Image14001013-8520.jpg,3,Word-1000092353
Image14001013-8520.jpg,4,Word-1000065828
Image14001013-8520.jpg,5,Word-1000052418
Image14001013-8533.jpg,1,Word-1000099899
Image14001013-8533.jpg,2,Word-1000076477
Image14001013-8533.jpg,3,Word-1000087676
Image14001013-8533.jpg,4,Word-1000056832
Image14001013-8533.jpg,5,Word-1000081473
Image14001013-8213.jpg,1,Word-1000064169
Image14001013-8213.jpg,2,Word-1000052427
Image14001013-8213.jpg,3,Word-1000053937
Image14001013-8213.jpg,4,Word-1000090775
Image14001013-8213.jpg,5,Word-1000084541
Image14001013-8214.jpg,1,Word-1000098555
Image14001013-8214.jpg,2,Word-1000052064
Image14001013-8214.jpg,3,Word-1000067590
Image14001013-8214.jpg,4,Word-1000060708
Image14001013-8214.jpg,5,Word-1000085309
Image14001013-8238.jpg,1,Word-1000050849
Image14001013-8238.jpg,2,Word-1000073535
Image14001013-8238.jpg,3,Word-1000065861
Image14001013-8238.jpg,4,Word-1000060039
Image14001013-8238.jpg,5,Word-1000064182
Image14001013-8245.jpg,1,Word-1000091656
Image14001013-8245.jpg,2,Word-1000059665
Image14001013-8245.jpg,3,Word-1000057272
Image14001013-8245.jpg,4,Word-1000097254
Image14001013-8245.jpg,5,Word-1000089511
Image14001013-8249.jpg,1,Word-1000087147
Image14001013-8249.jpg,2,Word-1000066972
Image14001013-8249.jpg,3,Word-1000069375
Image14001013-8249.jpg,4,Word-1000072408
Image14001013-8249.jpg,5,Word-1000070252
Image14001013-8261.jpg,1,Word-1000088410
Image14001013-8261.jpg,2,Word-1000055329
Image14001013-8261.jpg,3,Word-1000078636
Image14001013-8261.jpg,4,Word-1000059543
Image14001013-8261.jpg,5,Word-1000054672
Image14001013-8268.jpg,1,Word-1000087327
Image14001013-8268.jpg,2,Word-1000091648
Image14001013-8268.jpg,3,Word-1000073482
Image14001013-8268.jpg,4,Word-1000055200
Image14001013-8268.jpg,5,Word-1000053346
Image14001013-8269.jpg,1,Word-1000091383
Image14001013-8269.jpg,2,Word-1000063347
Image14001013-8269.jpg,3,Word-1000058862
Image14001013-8269.jpg,4,Word-1000077153
Image14001013-8269.jpg,5,Word-1000099239
Image14001013-8309.jpg,1,Word-1000070212
Image14001013-8309.jpg,2,Word-1000082233
Image14001013-8309.jpg,3,Word-1000077936
Image14001013-8309.jpg,4,Word-1000051486
Image14001013-8309.jpg,5,Word-1000058533
Image14001013-8310.jpg,1,Word-1000095822
Image14001013-8310.jpg,2,Word-1000056767
Image14001013-8310.jpg,3,Word-1000087564
Image14001013-8310.jpg,4,Word-1000069757
Image14001013-8310.jpg,5,Word-1000071982
Image14001013-8318.jpg,1,Word-1000087487
Image14001013-8318.jpg,2,Word-1000053258
Image14001013-8318.jpg,3,Word-1000077051
Image14001013-8318.jpg,4,Word-1000056973
Image14001013-8318.jpg,5,Word-1000073656
Image14001013-8333.jpg,1,Word-1000072705
Image14001013-8333.jpg,2,Word-1000057201
Image14001013-8333.jpg,3,Word-1000070481
Image14001013-8333.jpg,4,Word-1000096197
Image14001013-8333.jpg,5,Word-1000056973
Image14001013-8343.jpg,1,Word-1000093004
Image14001013-8343.jpg,2,Word-1000097590
Image14001013-8343.jpg,3,Word-1000085184
Image14001013-8343.jpg,4,Word-1000097792
Image14001013-8343.jpg,5,Word-1000089598
Image14001013-8350.jpg,1,Word-1000076494
Image14001013-8350.jpg,2,Word-1000051233
Image14001013-8350.jpg,3,Word-1000082407
Image14001013-8350.jpg,4,Word-1000062052
Image14001013-8350.jpg,5,Word-1000059867
Image14001013-8352.jpg,1,Word-1000058558
Image14001013-8352.jpg,2,Word-1000075384
Image14001013-8352.jpg,3,Word-1000091131
Image14001013-8352.jpg,4,Word-1000050006
Image14001013-8352.jpg,5,Word-1000066826
Image14001013-8357.jpg,1,Word-1000079645
Image14001013-8357.jpg,2,Word-1000071316
Image14001013-8357.jpg,3,Word-1000097752
Image14001013-8357.jpg,4,Word-1000084178
Image14001013-8357.jpg,5,Word-1000083758
Image14001013-8358.jpg,1,Word-1000075210
Image14001013-8358.jpg,2,Word-1000076362
Image14001013-8358.jpg,3,Word-1000065177
Image14001013-8358.jpg,4,Word-1000077060
Image14001013-8358.jpg,5,Word-1000084415
Image14001013-8360.jpg,1,Word-1000054893
Image14001013-8360.jpg,2,Word-1000081823
Image14001013-8360.jpg,3,Word-1000068516
Image14001013-8360.jpg,4,Word-1000097087
Image14001013-8360.jpg,5,Word-1000069500
Image14001013-8379.jpg,1,Word-1000088601
Image14001013-8379.jpg,2,Word-1000084810
Image14001013-8379.jpg,3,Word-1000059647
Image14001013-8379.jpg,4,Word-1000074474
Image14001013-8379.jpg,5,Word-1000097640
Image14001013-8392.jpg,1,Word-1000070201
Image14001013-8392.jpg,2,Word-1000059702
Image14001013-8392.jpg,3,Word-1000092221
Image14001013-8392.jpg,4,Word-1000069997
Image14001013-8392.jpg,5,Word-1000050387
Image14001013-8411.jpg,1,Word-1000094481
Image14001013-8411.jpg,2,Word-1000062457
Image14001013-8411.jpg,3,Word-1000071374
Image14001013-8411.jpg,4,Word-1000080580
Image14001013-8411.jpg,5,Word-1000065495
Image14001013-8413.jpg,1,Word-1000058396
Image14001013-8413.jpg,2,Word-1000056511
Image14001013-8413.jpg,3,Word-1000063246
Image14001013-8413.jpg,4,Word-1000081552
Image14001013-8413.jpg,5,Word-1000090602
Image14001013-8418.jpg,1,Word-1000050382
Image14001013-8418.jpg,2,Word-1000097988
Image14001013-8418.jpg,3,Word-1000058126
Image14001013-8418.jpg,4,Word-1000078931
Image14001013-8418.jpg,5,Word-1000078883
Image14001013-8424.jpg,1,Word-1000056077
Image14001013-8424.jpg,2,Word-1000057706
Image14001013-8424.jpg,3,Word-1000098995
Image14001013-8424.jpg,4,Word-1000060715
Image14001013-8424.jpg,5,Word-1000083143
Image14001013-8437.jpg,1,Word-1000077981
Image14001013-8437.jpg,2,Word-1000072183
Image14001013-8437.jpg,3,Word-1000087857
Image14001013-8437.jpg,4,Word-1000053158
Image14001013-8437.jpg,5,Word-1000092360
Image14001013-8451.jpg,1,Word-1000063104
Image14001013-8451.jpg,2,Word-1000089342
