text_id,similarity_ranking,result_image_id
Word-1000019845,1,Image14001009-2362.jpg
Word-1000019845,2,Image14001011-8823.jpg
Word-1000019845,3,Image14001009-7100.jpg
Word-1000019845,4,Image14001013-1398.jpg
Word-1000019845,5,Image14001010-1393.jpg
Word-1000002520,1,Image14001009-1831.jpg
Word-1000002520,2,Image14001009-2008.jpg
Word-1000002520,3,Image14001009-5831.jpg
Word-1000002520,4,Image14001009-1951.jpg
Word-1000002520,5,Image14001011-5459.jpg
Word-1000019359,1,Image14001010-7418.jpg
Word-1000019359,2,Image14001007-4584.jpg
Word-1000019359,3,Image14001010-7555.jpg
Word-1000019359,4,Image14001013-4706.jpg
Word-1000019359,5,Image14001007-8767.jpg
Word-1000027572,1,Image14001011-2127.jpg
Word-1000027572,2,Image14001007-9502.jpg
Word-1000027572,3,Image14001010-6648.jpg
Word-1000027572,4,Image14001012-4105.jpg
Word-1000027572,5,Image14001011-3982.jpg
Word-1000045126,1,Image14001011-9647.jpg
Word-1000045126,2,Image14001008-6818.jpg
Word-1000045126,3,Image14001009-1241.jpg
Word-1000045126,4,Image14001011-7303.jpg
Word-1000045126,5,Image14001009-7389.jpg
Word-1000040317,1,Image14001010-5216.jpg
Word-1000040317,2,Image14001011-1661.jpg
Word-1000040317,3,Image14001012-8768.jpg
Word-1000040317,4,Image14001011-1850.jpg
Word-1000040317,5,Image14001013-5041.jpg
Word-1000024782,1,Image14001009-2308.jpg
Word-1000024782,2,Image14001009-7413.jpg
Word-1000024782,3,Image14001009-7497.jpg
Word-1000024782,4,Image14001011-5674.jpg
Word-1000024782,5,Image14001009-5448.jpg
Word-1000037683,1,Image14001013-2329.jpg
Word-1000037683,2,Image14001009-8527.jpg
Word-1000037683,3,Image14001012-6029.jpg
Word-1000037683,4,Image14001010-6135.jpg
Word-1000037683,5,Image14001008-5503.jpg
Word-1000034683,1,Image14001012-2100.jpg
Word-1000034683,2,Image14001009-5289.jpg
Word-1000034683,3,Image14001010-4153.jpg
Word-1000034683,4,Image14001007-9790.jpg
Word-1000034683,5,Image14001008-8061.jpg
Word-1000007265,1,Image14001007-6693.jpg
Word-1000007265,2,Image14001009-8366.jpg
Word-1000007265,3,Image14001013-1695.jpg
Word-1000007265,4,Image14001011-5398.jpg
Word-1000007265,5,Image14001008-4171.jpg
Word-1000039867,1,Image14001008-6819.jpg
Word-1000039867,2,Image14001010-6294.jpg
Word-1000039867,3,Image14001010-2765.jpg
Word-1000039867,4,Image14001013-7520.jpg
Word-1000039867,5,Image14001008-1140.jpg
Word-1000020531,1,Image14001011-0821.jpg
Word-1000020531,2,Image14001009-4010.jpg
Word-1000020531,3,Image14001012-9478.jpg
Word-1000020531,4,Image14001011-7582.jpg
Word-1000020531,5,Image14001011-9484.jpg
Word-1000034655,1,Image14001013-5460.jpg
Word-1000034655,2,Image14001010-7845.jpg
Word-1000034655,3,Image14001008-3481.jpg
Word-1000034655,4,Image14001013-5037.jpg
Word-1000034655,5,Image14001010-0748.jpg
Word-1000004254,1,Image14001013-2552.jpg
Word-1000004254,2,Image14001010-8932.jpg
Word-1000004254,3,Image14001013-2488.jpg
Word-1000004254,4,Image14001013-1099.jpg
Word-1000004254,5,Image14001013-0145.jpg
Word-1000030077,1,Image14001013-5303.jpg
Word-1000030077,2,Image14001012-4305.jpg
Word-1000030077,3,Image14001012-1047.jpg
Word-1000030077,4,Image14001012-9601.jpg
Word-1000030077,5,Image14001012-7098.jpg
Word-1000048048,1,Image14001007-7155.jpg
Word-1000048048,2,Image14001013-4579.jpg
Word-1000048048,3,Image14001009-9389.jpg
Word-1000048048,4,Image14001012-5660.jpg
Word-1000048048,5,Image14001008-6393.jpg
Word-1000001667,1,Image14001012-1425.jpg
Word-1000001667,2,Image14001013-1537.jpg
Word-1000001667,3,Image14001007-6724.jpg
Word-1000001667,4,Image14001013-2130.jpg
Word-1000001667,5,Image14001010-3134.jpg
Word-1000030741,1,Image14001012-1196.jpg
Word-1000030741,2,Image14001013-4179.jpg
Word-1000030741,3,Image14001011-7353.jpg
Word-1000030741,4,Image14001011-3951.jpg
Word-1000030741,5,Image14001013-5107.jpg
Word-1000013831,1,Image14001010-7734.jpg
Word-1000013831,2,Image14001010-3974.jpg
Word-1000013831,3,Image14001013-6793.jpg
Word-1000013831,4,Image14001011-0349.jpg
Word-1000013831,5,Image14001011-7202.jpg
Word-1000034367,1,Image14001009-6411.jpg
Word-1000034367,2,Image14001008-7927.jpg
Word-1000034367,3,Image14001008-9945.jpg
Word-1000034367,4,Image14001009-9351.jpg
Word-1000034367,5,Image14001009-6815.jpg
Word-1000005894,1,Image14001012-2940.jpg
Word-1000005894,2,Image14001009-8039.jpg
Word-1000005894,3,Image14001008-5543.jpg
Word-1000005894,4,Image14001010-7875.jpg
Word-1000005894,5,Image14001008-3506.jpg
Word-1000045013,1,Image14001011-9451.jpg
Word-1000045013,2,Image14001009-4167.jpg
Word-1000045013,3,Image14001012-9544.jpg
Word-1000045013,4,Image14001013-7539.jpg
Word-1000045013,5,Image14001010-9008.jpg
Word-1000020188,1,Image14001010-9280.jpg
Word-1000020188,2,Image14001011-8425.jpg
Word-1000020188,3,Image14001011-8973.jpg
Word-1000020188,4,Image14001011-6971.jpg
Word-1000020188,5,Image14001008-5549.jpg
Word-1000040179,1,Image14001010-4680.jpg
Word-1000040179,2,Image14001007-9410.jpg
Word-1000040179,3,Image14001012-2430.jpg
Word-1000040179,4,Image14001010-2899.jpg
Word-1000040179,5,Image14001012-6766.jpg
Word-1000007959,1,Image14001011-5801.jpg
Word-1000007959,2,Image14001012-7626.jpg
Word-1000007959,3,Image14001013-7278.jpg
Word-1000007959,4,Image14001009-5122.jpg
Word-1000007959,5,Image14001008-8637.jpg
Word-1000032252,1,Image14001008-1990.jpg
Word-1000032252,2,Image14001010-4278.jpg
Word-1000032252,3,Image14001013-0491.jpg
Word-1000032252,4,Image14001009-7599.jpg
Word-1000032252,5,Image14001008-8288.jpg
Word-1000008494,1,Image14001010-1016.jpg
Word-1000008494,2,Image14001012-6676.jpg
Word-1000008494,3,Image14001013-7935.jpg
Word-1000008494,4,Image14001007-8560.jpg
Word-1000008494,5,Image14001008-7402.jpg
Word-1000008753,1,Image14001011-9780.jpg
Word-1000008753,2,Image14001012-5416.jpg
Word-1000008753,3,Image14001011-4051.jpg
Word-1000008753,4,Image14001012-8955.jpg
Word-1000008753,5,Image14001012-9189.jpg
Word-1000001985,1,Image14001011-6958.jpg
Word-1000001985,2,Image14001007-5461.jpg
Word-1000001985,3,Image14001011-8410.jpg
Word-1000001985,4,Image14001011-6315.jpg
Word-1000001985,5,Image14001007-9364.jpg
Word-1000008899,1,Image14001009-7938.jpg
Word-1000008899,2,Image14001008-2187.jpg
Word-1000008899,3,Image14001012-5581.jpg
Word-1000008899,4,Image14001013-2761.jpg
Word-1000008899,5,Image14001011-7951.jpg
Word-1000010171,1,Image14001008-3312.jpg
Word-1000010171,2,Image14001007-5844.jpg
Word-1000010171,3,Image14001012-0919.jpg
Word-1000010171,4,Image14001009-5082.jpg
Word-1000010171,5,Image14001012-3356.jpg
Word-1000020853,1,Image14001013-0539.jpg
Word-1000020853,2,Image14001011-0804.jpg
Word-1000020853,3,Image14001008-8154.jpg
Word-1000020853,4,Image14001012-9707.jpg
Word-1000020853,5,Image14001010-3135.jpg
Word-1000019845,1,Image14001009-2551.jpg
Word-1000019845,2,Image14001012-1719.jpg
Word-1000019845,3,Image14001012-0473.jpg
Word-1000019845,4,Image14001008-4983.jpg
Word-1000019845,5,Image14001008-6922.jpg
Word-1000002520,1,Image14001010-6799.jpg
Word-1000002520,2,Image14001010-5977.jpg
Word-1000002520,3,Image14001009-6716.jpg
Word-1000002520,4,Image14001011-2466.jpg
Word-1000002520,5,Image14001013-1210.jpg
Word-1000019359,1,Image14001012-6530.jpg
Word-1000019359,2,Image14001011-8106.jpg
Word-1000019359,3,Image14001013-1360.jpg
Word-1000019359,4,Image14001009-3183.jpg
Word-1000019359,5,Image14001010-4344.jpg
Word-1000027572,1,Image14001008-3677.jpg
Word-1000027572,2,Image14001008-3018.jpg
Word-1000027572,3,Image14001011-9138.jpg
Word-1000027572,4,Image14001007-9602.jpg
Word-1000027572,5,Image14001010-0038.jpg
Word-1000045126,1,Image14001011-8830.jpg
Word-1000045126,2,Image14001008-8610.jpg
Word-1000045126,3,Image14001013-1440.jpg
Word-1000045126,4,Image14001010-5851.jpg
Word-1000045126,5,Image14001012-0238.jpg
Word-1000040317,1,Image14001011-7120.jpg
Word-1000040317,2,Image14001013-2642.jpg
Word-1000040317,3,Image14001011-8297.jpg
Word-1000040317,4,Image14001008-4964.jpg
Word-1000040317,5,Image14001011-1783.jpg
Word-1000024782,1,Image14001013-2947.jpg
Word-1000024782,2,Image14001009-9246.jpg
Word-1000024782,3,Image14001007-4541.jpg
Word-1000024782,4,Image14001011-9697.jpg
Word-1000024782,5,Image14001008-4428.jpg
Word-1000037683,1,Image14001007-9927.jpg
Word-1000037683,2,Image14001012-9147.jpg
Word-1000037683,3,Image14001013-6526.jpg
Word-1000037683,4,Image14001013-6943.jpg
Word-1000037683,5,Image14001012-0382.jpg
Word-1000034683,1,Image14001012-6727.jpg
Word-1000034683,2,Image14001013-0035.jpg
Word-1000034683,3,Image14001008-9250.jpg
Word-1000034683,4,Image14001011-9498.jpg
Word-1000034683,5,Image14001009-7137.jpg
Word-1000007265,1,Image14001010-5898.jpg
Word-1000007265,2,Image14001010-7618.jpg
Word-1000007265,3,Image14001010-2928.jpg
Word-1000007265,4,Image14001012-4284.jpg
Word-1000007265,5,Image14001012-9828.jpg
Word-1000039867,1,Image14001007-5396.jpg
Word-1000039867,2,Image14001012-5067.jpg
Word-1000039867,3,Image14001008-5786.jpg
Word-1000039867,4,Image14001008-2387.jpg
Word-1000039867,5,Image14001010-0518.jpg
Word-1000020531,1,Image14001008-5786.jpg
Word-1000020531,2,Image14001012-4361.jpg
Word-1000020531,3,Image14001007-9090.jpg
Word-1000020531,4,Image14001011-4882.jpg
Word-1000020531,5,Image14001011-7928.jpg
Word-1000034655,1,Image14001009-2269.jpg
Word-1000034655,2,Image14001010-2473.jpg
Word-1000034655,3,Image14001010-4327.jpg
Word-1000034655,4,Image14001013-0485.jpg
Word-1000034655,5,Image14001011-2161.jpg
Word-1000004254,1,Image14001008-9596.jpg
Word-1000004254,2,Image14001011-3815.jpg
Word-1000004254,3,Image14001013-5405.jpg
Word-1000004254,4,Image14001011-5459.jpg
Word-1000004254,5,Image14001010-7876.jpg
Word-1000030077,1,Image14001007-6881.jpg
Word-1000030077,2,Image14001009-7191.jpg
Word-1000030077,3,Image14001008-0644.jpg
Word-1000030077,4,Image14001012-3045.jpg
Word-1000030077,5,Image14001008-5405.jpg
Word-1000048048,1,Image14001009-6924.jpg
Word-1000048048,2,Image14001013-7361.jpg
Word-1000048048,3,Image14001007-9294.jpg
Word-1000048048,4,Image14001012-0626.jpg
Word-1000048048,5,Image14001009-3221.jpg
Word-1000001667,1,Image14001008-0398.jpg
Word-1000001667,2,Image14001012-1451.jpg
Word-1000001667,3,Image14001009-8941.jpg
Word-1000001667,4,Image14001013-0012.jpg
Word-1000001667,5,Image14001010-1405.jpg
Word-1000030741,1,Image14001007-9643.jpg
Word-1000030741,2,Image14001013-7919.jpg
Word-1000030741,3,Image14001009-6888.jpg
Word-1000030741,4,Image14001007-7006.jpg
Word-1000030741,5,Image14001012-8673.jpg
Word-1000013831,1,Image14001011-7425.jpg
Word-1000013831,2,Image14001007-5471.jpg
Word-1000013831,3,Image14001010-3476.jpg
Word-1000013831,4,Image14001007-7131.jpg
Word-1000013831,5,Image14001008-6471.jpg
Word-1000034367,1,Image14001011-3370.jpg
Word-1000034367,2,Image14001012-6585.jpg
Word-1000034367,3,Image14001007-8368.jpg
Word-1000034367,4,Image14001012-7392.jpg
Word-1000034367,5,Image14001009-7668.jpg
Word-1000005894,1,Image14001007-4561.jpg
Word-1000005894,2,Image14001010-8141.jpg
Word-1000005894,3,Image14001007-4696.jpg
Word-1000005894,4,Image14001012-7180.jpg
Word-1000005894,5,Image14001007-5641.jpg
Word-1000045013,1,Image14001008-8639.jpg
Word-1000045013,2,Image14001009-1867.jpg
Word-1000045013,3,Image14001011-1627.jpg
Word-1000045013,4,Image14001009-1951.jpg
Word-1000045013,5,Image14001012-3470.jpg
Word-1000020188,1,Image14001013-7521.jpg
Word-1000020188,2,Image14001008-0273.jpg
Word-1000020188,3,Image14001009-7835.jpg
Word-1000020188,4,Image14001008-2650.jpg
Word-1000020188,5,Image14001007-6281.jpg
Word-1000040179,1,Image14001012-1957.jpg
Word-1000040179,2,Image14001011-6904.jpg
Word-1000040179,3,Image14001010-7755.jpg
Word-1000040179,4,Image14001010-3027.jpg
Word-1000040179,5,Image14001007-7789.jpg
Word-1000007959,1,Image14001007-6870.jpg
Word-1000007959,2,Image14001011-6319.jpg
Word-1000007959,3,Image14001008-7644.jpg
Word-1000007959,4,Image14001009-4817.jpg
Word-1000007959,5,Image14001012-4005.jpg
Word-1000032252,1,Image14001010-5328.jpg
Word-1000032252,2,Image14001013-7691.jpg
Word-1000032252,3,Image14001007-8140.jpg
Word-1000032252,4,Image14001009-7663.jpg
Word-1000032252,5,Image14001008-8813.jpg
Word-1000008494,1,Image14001010-2747.jpg
Word-1000008494,2,Image14001012-7879.jpg
Word-1000008494,3,Image14001008-2488.jpg
Word-1000008494,4,Image14001011-3771.jpg
Word-1000008494,5,Image14001012-5912.jpg
Word-1000008753,1,Image14001008-1949.jpg
Word-1000008753,2,Image14001007-9086.jpg
Word-1000008753,3,Image14001012-6588.jpg
Word-1000008753,4,Image14001009-0902.jpg
Word-1000008753,5,Image14001011-8508.jpg
Word-1000001985,1,Image14001008-8061.jpg
Word-1000001985,2,Image14001013-1382.jpg
Word-1000001985,3,Image14001008-3012.jpg
Word-1000001985,4,Image14001011-3351.jpg
Word-1000001985,5,Image14001011-8569.jpg
Word-1000008899,1,Image14001008-1949.jpg
Word-1000008899,2,Image14001013-0260.jpg
Word-1000008899,3,Image14001010-0636.jpg
Word-1000008899,4,Image14001010-2889.jpg
Word-1000008899,5,Image14001009-5783.jpg
Word-1000010171,1,Image14001013-5922.jpg
Word-1000010171,2,Image14001009-0109.jpg
Word-1000010171,3,Image14001011-2066.jpg
Word-1000010171,4,Image14001008-7996.jpg
Word-1000010171,5,Image14001011-0740.jpg
Word-1000020853,1,Image14001009-6737.jpg
Word-1000020853,2,Image14001010-0412.jpg
Word-1000020853,3,Image14001008-0241.jpg
Word-1000020853,4,Image14001008-9834.jpg
Word-1000020853,5,Image14001011-7533.jpg
Word-1000019845,1,Image14001011-0823.jpg
Word-1000019845,2,Image14001008-2560.jpg
Word-1000019845,3,Image14001010-3013.jpg
Word-1000019845,4,Image14001011-6701.jpg
Word-1000019845,5,Image14001008-1845.jpg
Word-1000002520,1,Image14001007-5556.jpg
Word-1000002520,2,Image14001008-5282.jpg
Word-1000002520,3,Image14001012-9343.jpg
Word-1000002520,4,Image14001012-5099.jpg
Word-1000002520,5,Image14001009-9772.jpg
Word-1000019359,1,Image14001012-2074.jpg
Word-1000019359,2,Image14001008-4177.jpg
Word-1000019359,3,Image14001011-2594.jpg
Word-1000019359,4,Image14001008-1221.jpg
Word-1000019359,5,Image14001009-1125.jpg
Word-1000027572,1,Image14001009-4307.jpg
Word-1000027572,2,Image14001010-0346.jpg
Word-1000027572,3,Image14001008-9291.jpg
Word-1000027572,4,Image14001008-9746.jpg
Word-1000027572,5,Image14001012-0294.jpg
Word-1000045126,1,Image14001010-6169.jpg
Word-1000045126,2,Image14001008-4671.jpg
Word-1000045126,3,Image14001009-5075.jpg
Word-1000045126,4,Image14001010-3840.jpg
Word-1000045126,5,Image14001011-3445.jpg
Word-1000040317,1,Image14001008-2127.jpg
Word-1000040317,2,Image14001010-0514.jpg
Word-1000040317,3,Image14001013-6254.jpg
Word-1000040317,4,Image14001011-4576.jpg
Word-1000040317,5,Image14001011-5168.jpg
Word-1000024782,1,Image14001007-7325.jpg
Word-1000024782,2,Image14001010-1101.jpg
Word-1000024782,3,Image14001010-0645.jpg
Word-1000024782,4,Image14001008-0876.jpg
Word-1000024782,5,Image14001010-3666.jpg
Word-1000037683,1,Image14001008-1240.jpg
Word-1000037683,2,Image14001011-3984.jpg
Word-1000037683,3,Image14001011-5387.jpg
Word-1000037683,4,Image14001013-5647.jpg
Word-1000037683,5,Image14001013-4248.jpg
Word-1000034683,1,Image14001013-0177.jpg
Word-1000034683,2,Image14001011-5964.jpg
Word-1000034683,3,Image14001012-7600.jpg
Word-1000034683,4,Image14001008-6862.jpg
Word-1000034683,5,Image14001009-2362.jpg
Word-1000007265,1,Image14001010-5717.jpg
Word-1000007265,2,Image14001013-3150.jpg
Word-1000007265,3,Image14001009-7039.jpg
Word-1000007265,4,Image14001013-0121.jpg
Word-1000007265,5,Image14001012-8308.jpg
Word-1000039867,1,Image14001009-7269.jpg
Word-1000039867,2,Image14001009-2068.jpg
Word-1000039867,3,Image14001012-5300.jpg
Word-1000039867,4,Image14001013-3733.jpg
Word-1000039867,5,Image14001010-8496.jpg
Word-1000020531,1,Image14001009-7891.jpg
Word-1000020531,2,Image14001008-6501.jpg
Word-1000020531,3,Image14001008-8752.jpg
Word-1000020531,4,Image14001008-8555.jpg
Word-1000020531,5,Image14001008-5499.jpg
Word-1000034655,1,Image14001008-3094.jpg
Word-1000034655,2,Image14001008-7617.jpg
Word-1000034655,3,Image14001007-5193.jpg
Word-1000034655,4,Image14001008-2080.jpg
Word-1000034655,5,Image14001013-8111.jpg
Word-1000004254,1,Image14001012-9010.jpg
Word-1000004254,2,Image14001012-3772.jpg
Word-1000004254,3,Image14001013-3892.jpg
Word-1000004254,4,Image14001012-3931.jpg
Word-1000004254,5,Image14001013-5267.jpg
Word-1000030077,1,Image14001009-7135.jpg
Word-1000030077,2,Image14001009-7599.jpg
Word-1000030077,3,Image14001010-4809.jpg
Word-1000030077,4,Image14001010-2716.jpg
Word-1000030077,5,Image14001013-1547.jpg
Word-1000048048,1,Image14001013-6431.jpg
Word-1000048048,2,Image14001008-5979.jpg
Word-1000048048,3,Image14001011-8060.jpg
Word-1000048048,4,Image14001008-5609.jpg
Word-1000048048,5,Image14001008-7671.jpg
Word-1000001667,1,Image14001008-8928.jpg
Word-1000001667,2,Image14001012-7107.jpg
Word-1000001667,3,Image14001008-4417.jpg
Word-1000001667,4,Image14001011-7924.jpg
Word-1000001667,5,Image14001012-5093.jpg
Word-1000030741,1,Image14001013-1390.jpg
Word-1000030741,2,Image14001007-9502.jpg
Word-1000030741,3,Image14001010-6648.jpg
Word-1000030741,4,Image14001008-7458.jpg
Word-1000030741,5,Image14001012-7343.jpg
Word-1000013831,1,Image14001011-6188.jpg
Word-1000013831,2,Image14001010-7407.jpg
Word-1000013831,3,Image14001008-5536.jpg
Word-1000013831,4,Image14001010-7227.jpg
Word-1000013831,5,Image14001007-8999.jpg
Word-1000034367,1,Image14001008-3382.jpg
Word-1000034367,2,Image14001011-7203.jpg
Word-1000034367,3,Image14001012-0267.jpg
Word-1000034367,4,Image14001011-1693.jpg
Word-1000034367,5,Image14001009-0025.jpg
Word-1000005894,1,Image14001010-3139.jpg
Word-1000005894,2,Image14001009-4908.jpg
Word-1000005894,3,Image14001012-1447.jpg
Word-1000005894,4,Image14001011-7137.jpg
Word-1000005894,5,Image14001013-0898.jpg
Word-1000045013,1,Image14001008-1711.jpg
Word-1000045013,2,Image14001008-1150.jpg
Word-1000045013,3,Image14001010-2569.jpg
Word-1000045013,4,Image14001008-7020.jpg
Word-1000045013,5,Image14001010-2772.jpg
Word-1000020188,1,Image14001010-7481.jpg
Word-1000020188,2,Image14001011-9212.jpg
Word-1000020188,3,Image14001007-4628.jpg
Word-1000020188,4,Image14001008-6689.jpg
Word-1000020188,5,Image14001011-6768.jpg
Word-1000040179,1,Image14001011-1870.jpg
Word-1000040179,2,Image14001009-8160.jpg
Word-1000040179,3,Image14001012-8524.jpg
Word-1000040179,4,Image14001009-3123.jpg
Word-1000040179,5,Image14001012-3597.jpg
Word-1000007959,1,Image14001011-2514.jpg
Word-1000007959,2,Image14001009-0224.jpg
Word-1000007959,3,Image14001012-4105.jpg
Word-1000007959,4,Image14001010-6648.jpg
Word-1000007959,5,Image14001011-2127.jpg
Word-1000032252,1,Image14001013-6419.jpg
Word-1000032252,2,Image14001008-1268.jpg
Word-1000032252,3,Image14001008-7391.jpg
Word-1000032252,4,Image14001011-8685.jpg
Word-1000032252,5,Image14001010-3449.jpg
Word-1000008494,1,Image14001007-5413.jpg
Word-1000008494,2,Image14001008-5958.jpg
Word-1000008494,3,Image14001012-6549.jpg
Word-1000008494,4,Image14001010-2828.jpg
Word-1000008494,5,Image14001008-7189.jpg
Word-1000008753,1,Image14001010-9535.jpg
Word-1000008753,2,Image14001008-6806.jpg
Word-1000008753,3,Image14001011-9714.jpg
Word-1000008753,4,Image14001010-1436.jpg
Word-1000008753,5,Image14001011-0515.jpg
Word-1000001985,1,Image14001013-0074.jpg
Word-1000001985,2,Image14001007-9581.jpg
Word-1000001985,3,Image14001011-1977.jpg
Word-1000001985,4,Image14001010-5343.jpg
Word-1000001985,5,Image14001009-2412.jpg
Word-1000008899,1,Image14001009-7746.jpg
Word-1000008899,2,Image14001013-1493.jpg
Word-1000008899,3,Image14001012-6654.jpg
Word-1000008899,4,Image14001013-2308.jpg
Word-1000008899,5,Image14001011-1698.jpg
Word-1000010171,1,Image14001007-9456.jpg
Word-1000010171,2,Image14001012-7107.jpg
Word-1000010171,3,Image14001007-8471.jpg
Word-1000010171,4,Image14001008-9139.jpg
Word-1000010171,5,Image14001011-2975.jpg
Word-1000020853,1,Image14001009-8971.jpg
Word-1000020853,2,Image14001008-7919.jpg
Word-1000020853,3,Image14001009-6928.jpg
Word-1000020853,4,Image14001009-3641.jpg
Word-1000020853,5,Image14001008-4821.jpg
Word-1000019845,1,Image14001009-5110.jpg
Word-1000019845,2,Image14001012-9601.jpg
Word-1000019845,3,Image14001008-9400.jpg
Word-1000019845,4,Image14001011-6200.jpg
Word-1000019845,5,Image14001010-8236.jpg
Word-1000002520,1,Image14001011-3030.jpg
Word-1000002520,2,Image14001008-2269.jpg
Word-1000002520,3,Image14001010-2382.jpg
Word-1000002520,4,Image14001007-5285.jpg
Word-1000002520,5,Image14001007-8251.jpg
Word-1000019359,1,Image14001008-8804.jpg
Word-1000019359,2,Image14001011-2982.jpg
Word-1000019359,3,Image14001011-2834.jpg
Word-1000019359,4,Image14001010-6945.jpg
Word-1000019359,5,Image14001009-6297.jpg
Word-1000027572,1,Image14001011-3767.jpg
Word-1000027572,2,Image14001008-5654.jpg
Word-1000027572,3,Image14001009-3429.jpg
Word-1000027572,4,Image14001012-3675.jpg
Word-1000027572,5,Image14001008-8962.jpg
Word-1000045126,1,Image14001010-8110.jpg
Word-1000045126,2,Image14001011-6548.jpg
Word-1000045126,3,Image14001010-9342.jpg
Word-1000045126,4,Image14001010-5812.jpg
Word-1000045126,5,Image14001013-4022.jpg
Word-1000040317,1,Image14001008-4632.jpg
Word-1000040317,2,Image14001013-0299.jpg
Word-1000040317,3,Image14001008-1218.jpg
Word-1000040317,4,Image14001011-2934.jpg
Word-1000040317,5,Image14001010-8852.jpg
Word-1000024782,1,Image14001012-8949.jpg
Word-1000024782,2,Image14001011-2666.jpg
